,age,CompanyName,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
1907,12,Hyundai,250000,100000,3,0,0,1,13.45,1086,62.1,96.1Nm@ 3000rpm,5
1908,14,Honda,280000,40000,1,0,1,2,12.9,1799,130.0,172Nm@ 4300rpm,5
1909,13,Mahindra,300000,100000,0,0,0,0,13.0,2489,95.0,220Nm at 1400-2600 rpm,8
1910,7,Tata,900000,120000,0,0,0,0,14.1,2179,147.94,320Nm@ 1500-3000rpm,5
1911,9,Maruti,190000,60000,1,0,0,0,19.0,998,67.1,90Nm@ 3500rpm,5
1912,4,Mahindra,800000,2000,0,0,0,0,15.96,2523,63.0,180Nm@ 1440-1500rpm,9
1913,11,Mahindra,450000,100000,0,0,0,0,14.0,2523,75.0,200Nm@ 1400-2200rpm,8
1914,8,Mahindra,400000,110000,0,0,0,0,14.95,2489,93.7,218Nm@ 1400-2600rpm,7
1915,14,Tata,150000,90000,0,0,0,1,13.93,2179,138.1,320Nm@ 1700-2700rpm,7
1916,12,Tata,200000,84321,0,0,0,0,23.57,1396,70.0,140Nm@ 1800-3000rpm,5
1917,10,Mahindra,600000,177000,0,0,0,0,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
1918,13,Tata,175000,60000,0,0,0,0,18.0,1248,75.0,190 Nm at 1750  rpm ,5
1919,15,Tata,99000,205000,0,0,0,1,19.09,1396,69.0,135Nm@ 2500rpm,5
1920,15,Hyundai,215000,70000,1,0,0,1,20.36,1197,78.9,111.8Nm@ 4000rpm,5
1922,10,Renault,520000,126000,0,0,0,1,19.01,1461,108.45,248Nm@ 2250rpm,5
1923,7,Ford,2280000,120000,0,0,1,1,10.91,3198,197.0,470Nm@ 1750-2500rpm,7
1924,8,Tata,285000,70000,0,0,0,0,19.1,1405,70.0,135.4Nm@ 2500rpm,5
1925,6,Mahindra,660000,82000,0,0,0,0,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
1926,19,Maruti,31504,110000,1,0,0,2,16.1,796,37.0,59Nm@ 2500rpm,4
1927,8,Maruti,515000,45000,1,0,0,1,20.85,1197,83.14,115Nm@ 4000rpm,5
1928,11,Nissan,295000,70000,0,0,0,1,21.64,1461,84.8,200Nm@ 2000rpm,5
1929,8,Nissan,700000,80000,0,0,0,1,20.45,1461,83.8,200Nm@ 1900rpm,5
1930,6,Mahindra,1100000,45000,0,0,0,0,15.4,2179,120.0,280Nm@ 1800-2800rpm,7
1931,6,Hyundai,300000,60000,1,0,0,0,20.3,998,68.05,94.14Nm@ 3500rpm,5
1932,10,Maruti,450000,41800,1,0,0,0,18.6,1197,85.8,114Nm@ 4000rpm,5
1934,6,Maruti,700000,50000,0,0,0,1,28.4,1248,74.02,190Nm@ 2000rpm,5
1935,11,Ford,250000,40000,0,0,0,0,20.0,1399,68.0,160Nm@ 2000rpm,5
1936,14,Maruti,140000,96000,1,0,0,1,18.9,1061,67.0,84Nm@ 3500rpm,5
1937,11,Mahindra,250000,117000,0,0,0,0,14.0,2498,112.0,260 Nm at 1800-2200 rpm,8
1938,12,Hyundai,210000,110000,1,0,0,1,19.81,1086,68.05,99.04Nm@ 4500rpm,5
1939,9,Honda,420000,100000,0,0,0,1,25.8,1498,98.6,200Nm@ 1750rpm,5
1940,16,Maruti,130000,88700,1,0,0,2,19.7,796,46.3,62Nm@ 3000rpm,5
1941,11,Nissan,320000,70000,1,0,0,1,16.95,1498,97.7,134Nm@ 4000rpm,5
1942,13,Maruti,200000,110000,1,0,0,1,17.3,1061,64.0,"8.6@ 3,500(kgm@ rpm)",5
1943,7,Maruti,310000,15000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
1944,11,Mahindra,200000,80000,0,0,0,1,20.8,1461,65.0,160Nm@ 2000rpm,5
1945,9,Maruti,350000,50000,1,0,0,0,18.5,1197,85.8,114Nm@ 4000rpm,5
1946,5,Hyundai,444000,15000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
1947,6,Datsun,300000,25000,1,0,0,0,22.7,799,53.64,72Nm@ 4386rpm,5
1948,12,Mahindra,225000,57000,0,0,0,1,21.0,1461,64.1,160Nm@ 2000rpm,5
1949,11,Mahindra,600000,75000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
1950,10,Maruti,260000,26000,1,0,0,0,15.37,1196,73.0,101Nm@ 3000rpm,5
1951,8,Hyundai,375000,160000,0,0,0,0,24.4,1120,71.01,180.4Nm@ 1750-2500rpm,5
1953,13,Maruti,150000,120000,1,0,0,1,19.7,796,46.3,62Nm@ 3000rpm,5
1954,9,Maruti,110000,50000,1,0,0,1,19.7,796,46.3,62Nm@ 3000rpm,5
1955,11,Maruti,225000,40000,1,0,0,0,19.7,796,46.3,62Nm@ 3000rpm,5
1958,6,Honda,860000,28000,1,0,0,0,17.8,1497,117.3,145Nm@ 4600rpm,5
1959,5,Maruti,650000,50000,0,0,0,0,28.4,1248,74.02,190Nm@ 2000rpm,5
1960,9,Maruti,650000,90000,0,0,0,0,20.77,1248,88.8,200Nm@ 1750rpm,7
1961,7,Hyundai,710000,40000,0,0,0,0,24.8,1396,88.7,219.7Nm@ 1750-2750rpm,5
1962,6,Ford,430000,113000,0,0,0,0,25.83,1498,99.0,215Nm@ 1750-3000rpm,5
1963,12,Maruti,305000,188000,0,0,0,1,17.8,1248,75.0,190Nm@ 2000rpm,5
1964,12,Ford,220000,100000,0,0,0,0,20.0,1399,68.0,160Nm@ 2000rpm,5
1965,13,Tata,150000,225000,0,0,0,2,14.0,1948,90.0,190Nm@ 2000-3000,9
1966,6,Mahindra,660000,67000,0,0,0,1,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
1967,12,Chevrolet,140000,70000,0,0,0,3,25.44,936,57.6,150Nm@ 1750rpm,5
1968,8,Toyota,1100000,50000,1,0,0,0,14.28,1798,138.03,173Nm@ 4000rpm,5
1969,10,Jaguar,2450000,60000,0,0,1,0,16.36,2179,187.7,450Nm@ 2000rpm,5
1970,6,Volkswagen,625000,34000,0,0,1,0,22.0,1498,108.495,250Nm@ 1500-3000rpm,5
1971,19,Honda,198000,110000,1,0,0,2,12.8,1493,100.0,13.1kgm@ 4600rpm,5
1973,18,Maruti,130000,140000,1,0,0,1,18.9,998,67.1,90Nm@ 3500rpm,5
1974,11,Honda,540000,100000,1,0,0,1,16.8,1497,116.3,146Nm@ 4800rpm,5
1975,6,Hyundai,550000,10000,1,0,1,0,18.9,1197,81.86,113.75nm@ 4000rpm,5
1976,5,Maruti,475000,30000,1,0,0,0,21.63,998,67.04,90Nm@ 3500rpm,5
1977,6,Audi,2825000,22000,0,1,1,0,15.73,1968,174.33,380Nm@ 1750-2500rpm,5
1978,3,Honda,2125000,5500,0,1,0,0,26.8,1597,118.0,300Nm@ 2000rpm,5
1979,5,BMW,3350000,18000,0,1,1,0,19.62,1998,190.0,400nm@ 1750-2500rpm,5
1980,5,Toyota,1800000,20000,0,1,1,0,11.36,2755,171.5,360Nm@ 1200-3400rpm,8
1981,5,Hyundai,540000,7000,1,1,0,0,20.3,1086,68.0,99Nm@ 4500rpm,5
1982,5,Force,910000,20000,0,1,0,0,17.0,2596,80.8,230Nm@ 1800-2000rpm,5
1983,4,Maruti,484999,4875,1,1,0,0,21.63,998,67.04,90Nm@ 3500rpm,5
1984,3,Hyundai,1950000,2700,0,1,1,0,17.01,1582,126.2,259.9Nm@ 1900-2750rpm,5
1985,5,Maruti,950000,58511,0,1,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
1986,8,Ford,365000,105000,0,1,0,0,25.83,1498,99.0,215Nm@ 1750-3000rpm,5
1987,5,Mahindra,900000,26235,0,1,0,0,16.55,2498,105.0,247Nm@ 1800-2000rpm,6
1988,6,Tata,919999,26766,0,1,0,0,21.5,1497,108.5,260Nm@ 1500-2750rpm,5
1989,3,MG,1900000,1600,1,1,1,0,13.96,1451,141.0,250Nm@ 1600-3600rpm,5
1990,5,Mercedes-Benz,2950000,46000,0,1,0,0,15.8,2148,170.0,"42@ 2,000(kgm@ rpm)",5
1991,4,Mahindra,1075000,23000,0,1,0,0,17.3,1497,121.0,300Nm@ 1750-2500rpm,7
1992,6,Maruti,600000,24522,1,1,0,0,20.4,1197,81.8,113Nm@ 4200rpm,5
1993,6,BMW,3200000,13663,0,1,1,0,22.69,1995,190.0,400Nm@ 1750-2500rpm,5
1994,4,Skoda,2600000,11000,0,1,1,0,19.3,1968,141.0,320Nm@ 1750-3000rpm,5
1995,7,Maruti,839000,63000,0,1,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
1996,4,Volkswagen,635000,2000,1,1,0,0,16.2,1199,74.0,110Nm@ 3000-4300rpm,5
1997,9,Mahindra,550000,300000,0,0,0,2,12.05,2179,120.0,290Nm@ 1800-2800rpm,8
1998,12,Mahindra,180000,190000,0,0,0,2,19.2,1461,65.0,"16@ 2,000(kgm@ rpm)",5
1999,8,Honda,650000,80000,0,0,0,0,26.0,1498,98.6,200Nm@ 1750rpm,5
2000,12,Honda,350000,80000,1,0,0,1,16.0,1198,90.0,110(11.2)@ 4800,5
2001,8,Maruti,265000,54000,1,0,0,0,23.95,998,67.05,90Nm@ 3500rpm,5
2002,5,Renault,330000,30000,1,0,0,0,23.01,999,67.0,91Nm@ 4250rpm,5
2003,4,Maruti,395000,5000,1,0,0,0,15.37,1196,73.0,101Nm@ 3000rpm,7
2004,8,Mahindra,700000,58945,0,0,0,0,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
2005,11,Ford,300000,90000,0,0,0,0,20.0,1399,68.0,160Nm@ 2000rpm,5
2006,12,Toyota,650000,375000,0,0,0,0,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
2007,10,Maruti,625000,160000,0,0,0,2,20.77,1248,88.76,200Nm@ 1750rpm,7
2008,9,Volkswagen,425000,80000,0,0,0,1,15.11,1598,103.6,250Nm@ 1500-2500rpm,5
2009,19,Maruti,55000,50000,1,0,0,2,16.1,796,37.0,59Nm@ 2500rpm,4
2010,8,Tata,250000,80000,0,0,0,1,19.09,1405,69.01,135Nm@ 2500rpm,5
2011,8,Mahindra,459999,156975,0,0,0,0,15.96,2523,62.1,195Nm@ 1440-2200rpm,9
2012,6,Toyota,1594000,5000,0,0,0,0,21.43,1364,86.79,205Nm@ 1800-2800rpm,5
2013,9,Chevrolet,300000,50000,1,0,0,0,18.2,1199,82.4,108.5Nm@ 5000rpm,5
2014,5,Ford,950000,27620,0,1,0,0,22.77,1498,98.59,205Nm@ 1750-3250rpm,5
2015,10,Mahindra,484999,120000,0,0,0,0,12.05,2179,120.0,290Nm@ 1800-2800rpm,9
2016,14,Mahindra,161000,120000,0,0,0,2,14.0,2498,112.0,260 Nm at 1800-2200 rpm,8
2017,8,Hyundai,500000,58000,1,0,0,0,17.19,1197,81.86,114.73Nm@ 4000rpm,5
2018,11,Nissan,350000,50000,1,0,0,0,16.95,1498,97.7,134Nm@ 4000rpm,5
2019,6,Maruti,550000,40000,1,0,1,0,20.89,1197,81.8,113Nm@ 4200rpm,5
2020,5,Honda,850000,7800,1,0,0,0,17.5,1199,88.7,110Nm@ 4800rpm,5
2021,7,Maruti,240000,50000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
2022,12,Ford,950000,68000,0,0,0,0,13.1,2499,141.0,330Nm@ 1800rpm,7
2023,8,Maruti,423000,60000,1,0,0,1,16.02,1373,93.7,130Nm@ 4000rpm,7
2024,18,Tata,90000,74000,1,0,0,1,12.8,1396,85.0,"12@ 3,500(kgm@ rpm)",5
2025,12,Tata,350000,58000,0,0,0,1,13.93,2179,138.1,320Nm@ 1700-2700rpm,7
2026,12,Maruti,170000,70000,1,0,0,2,19.0,998,66.1,90Nm@ 3500rpm,5
2027,8,Ford,450000,70000,1,0,0,0,18.16,1196,86.8,112Nm@ 4000rpm,5
2028,14,Hyundai,150000,110000,1,0,0,1,20.36,1197,78.9,111.7Nm@ 4000rpm,5
2030,7,Hyundai,511000,80000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
2031,5,Maruti,850000,59000,0,0,0,0,24.2,1498,93.87,225Nm@ 1500-2500rpm,7
2032,5,Tata,250000,110000,0,0,0,0,25.0,1396,69.0,140Nm@ 1800-3000rpm,5
2033,3,Maruti,420000,25000,1,0,0,0,21.63,998,67.04,90Nm@ 3500rpm,5
2034,9,Maruti,180000,55000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
2035,8,Maruti,400000,25000,0,0,0,0,27.62,793,47.0,125Nm@ 2000rpm,5
2036,14,Mahindra,150000,300000,0,0,0,0,14.0,2498,112.0,260 Nm at 1800-2200 rpm,7
2037,7,Ford,500000,143200,0,0,0,0,25.83,1498,99.0,215Nm@ 1750-3000rpm,5
2038,6,Jeep,1689999,60000,0,0,0,0,17.1,1956,170.0,350Nm@ 1750-2500rpm,5
2039,11,Nissan,204999,120000,0,0,0,0,23.08,1461,63.1,160Nm@ 2000rpm,5
2040,9,Maruti,459999,145000,0,0,0,1,26.21,1248,88.5,200Nm@ 1750rpm,5
2041,6,Hyundai,600000,30000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
2042,4,Hyundai,585000,8000,1,0,0,0,18.9,1197,81.86,113.75nm@ 4000rpm,5
2043,11,Ford,551000,170000,0,0,0,0,13.1,2499,141.0,330Nm@ 1800rpm,7
2044,10,Maruti,525000,100000,0,0,0,0,23.4,1248,74.0,190Nm@ 2000rpm,5
2045,11,Maruti,160000,62000,1,0,0,0,14.0,796,35.0,6.1kgm@ 3000rpm,5
2046,9,Mahindra,825000,110000,0,0,0,0,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
2048,8,Chevrolet,600000,80000,0,0,0,1,13.58,2499,72.4,171Nm@ 1800rpm,9
2049,21,Maruti,65000,80000,1,0,0,1,17.3,993,60.0,78Nm@ 4500rpm,5
2050,10,Maruti,550000,100000,0,0,0,0,23.4,1248,74.0,190Nm@ 2000rpm,5
2051,8,Mahindra,650000,120000,0,0,0,0,15.96,2523,63.0,180Nm@ 1440-1500rpm,9
2052,4,Maruti,750000,24000,0,0,0,0,28.4,1248,74.02,190Nm@ 2000rpm,5
2053,6,Mahindra,380000,80000,0,0,0,0,25.32,1198,77.0,190Nm@ 1750-2250rpm,6
2054,11,Hyundai,400000,138000,0,0,0,0,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
2055,20,Maruti,50000,147000,1,0,0,3,18.9,998,67.1,90Nm@ 3500rpm,5
2056,6,Mahindra,750000,60000,0,0,0,0,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
2057,12,Chevrolet,150000,80000,1,0,0,0,18.0,995,62.0,90.3Nm@ 4200rpm,5
2058,7,Maruti,245000,50000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
2059,10,Tata,260000,189000,0,0,0,0,21.02,1248,88.76,200Nm@ 1750-3000rpm,5
2060,9,Volkswagen,411000,90000,0,0,1,1,21.21,1498,103.2,250Nm@ 1500-2500rpm,5
2061,9,Hyundai,450000,56000,0,0,0,0,21.9,1396,88.76,219.6Nm@ 1750-2750rpm,5
2062,11,BMW,1300000,140000,0,0,1,1,18.88,1995,184.0,380Nm@ 1750-2750rpm,5
2063,7,Maruti,351000,60000,1,0,0,0,23.1,998,67.04,90Nm@ 3500rpm,5
2064,11,Mahindra,550000,130000,0,0,0,0,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
2065,10,BMW,1300000,140000,0,0,1,1,18.88,1995,184.0,380Nm@ 1750-2750rpm,5
2073,7,Nissan,750000,35000,0,0,0,0,20.45,1461,83.8,200Nm@ 1900rpm,5
2074,8,Nissan,800000,35000,0,0,0,0,20.45,1461,83.8,200Nm@ 1900rpm,5
2075,12,Tata,350000,156000,0,0,0,0,11.57,2179,138.1,320Nm@ 1700-2700rpm,7
2076,10,Maruti,200000,90000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
2077,15,Tata,150000,60000,0,0,0,2,17.0,1405,70.0,"13.5@ 2,500(kgm@ rpm)",5
2078,7,Nissan,800000,36000,0,0,0,0,19.01,1461,108.5,248Nm@ 2250rpm,5
2079,6,Hyundai,350000,20000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
2080,12,Tata,350000,160000,0,0,0,0,13.93,2179,138.0,320Nm@ 1700-2700rpm,7
2081,17,Mahindra,250000,185000,0,0,0,0,12.7,2609,116.6,"28.3@ 1,700-2,200(kgm@ rpm)",9
2082,13,Tata,170000,110000,0,0,0,1,17.0,1405,71.0,135Nm@ 2500rpm,5
2083,5,Renault,395000,10800,1,0,0,0,25.17,799,53.3,72Nm@ 4386rpm,5
2084,11,Mahindra,450000,120000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
2085,4,Maruti,500000,15000,1,0,0,0,20.89,1197,81.8,113Nm@ 4200rpm,5
2086,11,Tata,200000,67500,0,0,0,0,12.2,1948,68.0,"115@ 2,500(kgm@ rpm)",10
2087,6,Tata,1200000,30000,0,0,0,0,17.6,2179,153.86,400Nm@ 1750-2500rpm,7
2088,7,Mahindra,400000,50000,0,0,0,0,25.32,1198,77.0,190Nm@ 1750-2250rpm,6
2089,7,Mahindra,650000,100000,0,0,0,0,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
2090,7,Mahindra,550000,150000,0,0,0,0,15.96,2523,63.0,180Nm@ 1440-1500rpm,9
2091,8,Mahindra,1100000,110000,0,0,0,0,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
2092,11,Maruti,254999,30000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
2093,12,Maruti,180000,60000,1,0,0,0,19.7,796,46.3,62Nm@ 3000rpm,5
2094,13,Mahindra,160000,255000,0,0,0,1,13.0,2489,95.0,220Nm at 1400-2600 rpm,8
2095,15,Chevrolet,225000,120000,0,0,0,1,16.52,1991,123.7,305Nm@ 2000rpm,5
2096,8,Maruti,270000,49900,1,0,0,1,22.74,796,47.3,69Nm@ 3500rpm,5
2097,11,Tata,310000,86000,0,0,0,0,21.12,1248,88.8,200Nm@ 1750-3000rpm,5
2098,8,Datsun,225000,71850,1,0,0,0,20.63,1198,67.0,104Nm@ 4000rpm,5
2099,8,Fiat,300000,95000,0,0,0,2,21.2,1248,75.0,197Nm@ 1750rpm,5
2100,15,Maruti,250000,70000,1,0,0,3,17.5,1298,85.8,114Nm@ 4000rpm,5
2101,12,Hyundai,180000,35000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
2102,8,Maruti,550000,50000,1,0,0,0,20.85,1197,83.14,115Nm@ 4000rpm,5
2103,16,Mahindra,300000,120000,0,0,0,2,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
2104,8,Hyundai,900000,145000,0,0,0,0,22.7,1582,126.2,259.88Nm@ 1900-2750rpm,5
2106,5,Mahindra,1530000,40000,0,0,0,0,16.0,2179,138.0,330Nm@ 1600-2800rpm,7
2107,8,Maruti,590000,110000,0,0,0,0,27.39,1248,74.0,190Nm@ 2000rpm,5
2108,15,Maruti,170000,112000,3,0,0,1,17.3,1061,57.5,"7.8@ 4,500(kgm@ rpm)",5
2109,6,Audi,2600000,70000,0,0,1,0,20.38,1968,143.0,320Nm@ 1750-3000rpm,5
2110,7,Maruti,475000,110000,0,0,0,0,23.2,1248,73.94,190Nm@ 2000rpm,5
2111,5,Hyundai,700000,29000,0,0,0,0,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5
2112,12,Maruti,376000,60000,1,0,0,0,18.9,998,67.1,90Nm@ 3500rpm,5
2114,19,Maruti,75000,46000,1,0,0,3,16.1,796,37.0,59Nm@ 2500rpm,4
2115,11,Mahindra,440000,120000,0,0,1,2,11.79,2179,120.0,290Nm@ 1800-2800rpm,8
2116,7,Maruti,390000,80000,1,0,0,0,20.51,998,67.04,90Nm@ 3500rpm,5
2117,11,Toyota,725000,159000,0,0,0,1,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7
2118,11,Mahindra,325000,110000,0,0,0,1,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
2119,13,Maruti,170000,75000,1,0,0,1,19.7,796,46.3,62Nm@ 3000rpm,5
2120,13,Maruti,215000,120000,0,0,0,2,19.3,1248,73.9,190Nm@ 2000rpm,5
2121,13,Honda,350000,110000,1,0,0,2,17.0,1497,118.0,146Nm at 4800 rpm,5
2122,14,Chevrolet,80000,80000,1,0,0,3,18.0,995,62.0,90.3Nm@ 4200rpm,5
2123,11,Hyundai,195000,80000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
2125,9,Nissan,335000,71000,0,1,0,0,21.64,1461,84.8,200Nm@ 2000rpm,5
2126,12,Mahindra,475000,108000,0,1,0,0,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
2127,8,Renault,484999,75000,0,1,0,0,19.87,1461,83.8,200Nm@ 1750rpm,5
2128,5,Maruti,650000,22000,1,0,0,1,21.56,1462,103.25,138Nm@ 4400rpm,5
2129,9,Audi,1850000,76131,0,0,1,0,13.22,2967,241.4,580Nm@ 1400-3250rpm,5
2130,5,Hyundai,700000,30000,1,0,0,1,18.6,1197,81.83,114.7Nm@ 4000rpm,5
2131,9,Audi,3000000,65000,0,0,1,0,12.07,2967,241.4,550Nm@ 1750-2750rpm,7
2132,5,Mahindra,900000,60000,0,0,0,0,15.4,2523,75.0,200Nm@ 1400-2200rpm,7
2133,10,Volkswagen,350000,80000,0,0,0,0,22.07,1199,73.9,180Nm@ 2000rpm,5
2134,18,Honda,285000,80000,1,0,1,1,9.0,2997,218.0,196Nm@ 5000rpm,5
2135,11,Audi,1850000,70000,0,0,1,0,12.07,2967,241.4,550Nm@ 1750-2750rpm,7
2136,6,Maruti,750000,51777,0,1,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
2137,10,Land,1650000,64788,0,1,1,0,0.0,2179,115.0,400 Nm /2000 rpm,5
2138,5,Honda,600000,20000,1,0,0,0,19.5,1199,88.76,110Nm@ 4800rpm,5
2139,5,Volkswagen,565000,19000,1,0,0,0,18.78,999,75.0,95Nm@ 3000-4300rpm,5
2140,23,Daewoo,86000,46951,1,0,0,0,18.5,796,53.0,71Nm@ 3500rpm,5
2141,7,Datsun,329000,19000,1,0,0,0,20.63,1198,67.0,104Nm@ 4000rpm,5
2142,7,Ford,650000,50000,0,0,0,0,22.77,1498,98.59,205Nm@ 1750-3250rpm,5
2143,8,Hyundai,822000,60000,0,0,0,0,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5
2144,10,Renault,345000,100000,0,0,0,1,19.01,1461,108.45,248Nm@ 2250rpm,5
2145,22,Maruti,30000,10000,1,0,0,0,17.3,993,60.0,78Nm@ 4500rpm,5
2146,11,Maruti,330000,50000,0,0,0,1,22.9,1248,74.0,190Nm@ 2000rpm,5
2147,9,Maruti,300000,74537,1,0,0,1,20.51,998,67.04,90Nm@ 3500rpm,5
2148,14,Maruti,200000,90000,1,0,1,1,12.6,1586,103.3,145Nm@ 4100rpm,5
2150,13,Chevrolet,90000,70000,1,0,0,1,18.0,995,62.0,90.3Nm@ 4200rpm,5
2151,13,Maruti,200000,80000,1,0,0,1,18.9,1061,67.0,84Nm@ 3500rpm,5
2152,7,Hyundai,550000,35000,0,0,0,0,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5
2153,8,Chevrolet,250000,23500,1,0,0,0,18.6,1199,76.8,106.5Nm@ 4400rpm,5
2154,6,Honda,975000,82000,0,0,0,0,25.6,1498,97.9,200Nm@ 1750rpm,5
2155,9,Toyota,900000,100000,0,0,0,1,12.99,2494,100.6,200Nm@ 1200-3600rpm,8
2156,5,Hyundai,610000,15000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
2157,6,Maruti,620000,30000,0,0,0,0,27.39,1248,74.0,190Nm@ 2000rpm,5
2158,7,Hyundai,400000,30000,1,0,0,0,18.9,1197,82.0,114Nm@ 4000rpm,5
2159,4,Maruti,500000,11000,1,0,0,0,21.63,998,67.0,90Nm@ 3500rpm,5
2160,6,Datsun,200000,140000,1,0,0,0,19.02,1198,67.05,104Nm@ 4000rpm,7
2161,7,Tata,360000,110000,0,0,0,0,23.0,1248,88.7,200Nm@ 1750-3000rpm,5
2162,11,Maruti,252000,48000,1,0,0,0,20.92,998,67.1,90Nm@ 3500rpm,5
2163,11,Maruti,280000,70000,0,0,0,1,22.9,1248,74.0,190Nm@ 2000rpm,5
2164,5,Maruti,509999,70000,1,0,0,1,22.0,1197,81.8,113Nm@ 4200rpm,5
2165,7,Mahindra,1050000,58000,0,0,0,0,15.4,1997,120.0,280Nm@ 1800-2800rpm,7
2166,13,Maruti,200000,40000,3,0,0,3,17.3,1061,57.5,"7.8@ 4,500(kgm@ rpm)",5
2167,18,Maruti,60000,90000,1,0,0,1,17.3,993,60.0,78Nm@ 4500rpm,5
2168,13,Mahindra,320000,40000,0,0,0,1,14.0,2498,112.0,260 Nm at 1800-2200 rpm,7
2169,10,Mahindra,520000,110000,0,0,0,0,12.05,2179,120.0,290Nm@ 1800-2800rpm,9
2170,16,Tata,250000,80000,0,0,0,1,11.57,2179,138.1,320Nm@ 1700-2700rpm,7
2171,6,Maruti,725000,60000,0,0,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
2172,8,Mahindra,585000,50000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
2173,6,Tata,430000,25000,1,0,0,0,23.84,1199,84.0,114Nm@ 3500rpm,5
2174,12,Maruti,235000,100000,0,0,0,1,22.9,1248,74.0,190Nm@ 2000rpm,5
2175,11,Maruti,350000,52000,0,0,0,2,19.3,1248,73.9,190Nm@ 2000rpm,5
2176,13,Hyundai,131000,80000,1,0,0,2,19.81,1086,68.05,99.04Nm@ 4500rpm,5
2177,7,Honda,450000,85000,0,0,0,0,25.8,1498,98.6,200Nm@ 1750rpm,5
2178,7,Maruti,750000,83000,0,0,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
2179,10,Maruti,200000,50000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
2180,14,Maruti,125000,120000,1,0,0,3,18.9,1061,67.0,84Nm@ 3500rpm,5
2181,9,Mahindra,500000,100000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
2182,11,Maruti,380000,70000,0,0,0,2,22.9,1248,74.0,190Nm@ 2000rpm,5
2183,15,Maruti,128000,19000,1,0,0,0,19.7,796,46.3,62Nm@ 3000rpm,5
2184,14,Honda,250000,68600,1,0,0,2,17.0,1497,118.0,146Nm at 4800 rpm,5
2185,6,Mahindra,690000,60000,0,0,0,0,16.5,1493,70.0,195Nm@ 1400-2200rpm,7
2186,9,Mahindra,650000,65000,0,0,0,1,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
2187,11,Honda,560000,40000,1,0,0,1,16.8,1497,116.3,146Nm@ 4800rpm,5
2189,7,Maruti,400000,25000,1,0,0,0,23.1,998,67.04,90Nm@ 3500rpm,5
2190,11,Maruti,200000,29500,1,0,0,0,20.92,998,67.1,90Nm@ 3500rpm,5
2191,5,Hyundai,950000,13887,1,0,0,0,17.0,1591,121.3,151Nm@ 4850rpm,5
2192,7,Maruti,300000,50000,1,0,0,1,22.74,796,47.3,69Nm@ 3500rpm,5
2193,7,Renault,315000,30000,1,0,0,1,25.17,799,53.3,72Nm@ 4386rpm,5
2194,11,Maruti,220000,100000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
2195,12,Chevrolet,130000,60000,1,0,0,1,14.49,1399,92.7,127Nm@ 3500rpm,5
